comparison,k1_true,k2_true,noise,metric,n,median,ci_low,ci_high
paper-style - paper-matched sequential,0.008,0.0,10,ncc,8,0.00995215368012814,0.005739556708553195,0.012848938566908386
paper-style - paper-matched sequential,0.008,0.0,10,mse,8,-668792.8600013911,-900374.7793230851,-276188.7311084138
paper-style - paper-matched sequential,0.008,0.0,10,coverage_fraction,8,0.0,-0.0001247752031519056,0.0
paper-style - paper-matched sequential,0.008,0.0,10,distortion_psnr,8,4.312552809142328,3.2536793612435133,8.043327281871719
paper-style - paper-matched sequential,0.008,0.0,10,distortion_ssim,8,0.0014636121677906733,0.0007521323073799158,0.004475119146614137
paper-style - paper-matched sequential,0.008,0.0,10,distortion_ncc,8,0.00037834081282911436,0.00025085689849513315,0.0012705306612298406
paper-style - paper-matched sequential,0.008,0.0,10,distortion_mse,8,-25611.7753830874,-89162.9418602871,-12057.47850948608
paper-style - paper-matched sequential,0.008,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.008,0.0,10,time_s,8,225.78499999999997,28.439999999999998,834.6350000000002
paper-style - paper-matched sequential,0.008,0.0,10,iterations,8,24.0,24.0,24.0
